gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,2016,768,7168,asm,33,2,29.9277,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,741.66,770.27,0.0
gfx950,256,2016,7168,384,flydsl,341,0,16.1868,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_0x1x2x8x0,685.63,2003.36,0.0
gfx950,256,2048,768,7168,asm,2,1,30.9433,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,728.71,753.99,0.0
gfx950,256,2048,2048,7168,ck,13,0,50.0436,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1201.54,754.32,0.0
gfx950,256,2048,6144,7168,ck,13,0,119.868,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1504.89,699.82,0.0
gfx950,256,2048,7168,384,ck,8,0,20.428,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,551.9,1610.49,0.0
gfx950,256,2048,7168,768,flydsl,348,0,24.6283,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_0x1x2x8x1,915.56,1479.52,0.0
gfx950,256,2048,7168,3072,flydsl8w,0,0,67.8895,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0,1328.55,849.49,0.0
gfx950,256,2048,7168,7168,ck,13,0,140.9867,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1492.72,676.8,0.0
gfx950,256,2048,7168,16384,flydsl8w,1,0,281.7284,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd1,1707.45,640.17,0.0
gfx950,256,2048,8192,1536,flydsl8w,0,0,44.5043,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0,1158.08,1107.38,0.0
gfx950,256,2048,65536,1536,flydsl,405,0,287.2787,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1435.25,1295.76,0.0
gfx950,256,3072,1536,7168,ck,13,0,61.2349,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1104.69,693.52,0.0
gfx950,256,3072,2048,7168,ck,14,0,71.3945,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1263.32,690.29,0.0002
gfx950,256,3072,6144,7168,ck,13,0,169.8416,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1593.15,611.21,0.0
gfx950,256,3072,7168,3072,cktile,27,0,93.7372,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1443.31,805.42,0.0
gfx950,256,3072,7168,16384,cktile,29,0,366.8719,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1966.78,577.35,0.0
gfx950,256,3072,7168,21504,cktile,29,0,464.9403,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2036.91,568.33,0.0
gfx950,256,3072,8192,1536,ck,13,0,63.9659,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1208.6,1057.33,0.0
gfx950,256,3072,65536,1536,flydsl,405,0,417.5078,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1481.35,1216.83,0.0
gfx950,256,3328,1536,7168,ck,13,0,62.4366,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1173.72,722.15,0.0
gfx950,256,3328,2048,7168,ck,13,0,73.906,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1322.09,705.85,0.0
gfx950,256,3328,6144,7168,cktile,29,0,173.3985,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1690.51,627.4,0.0
gfx950,256,3328,7168,3072,cktile,28,0,95.3102,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1537.78,838.88,0.0
gfx950,256,3328,7168,16384,cktile,29,0,371.9225,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2101.74,590.65,0.0
gfx950,256,3328,7168,21504,cktile,28,0,477.3942,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2149.08,572.73,0.0
gfx950,256,3328,8192,1536,ck,13,0,70.87,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1181.77,1019.06,0.0
gfx950,256,3328,65536,1536,ck,13,0,430.3183,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1557.02,1259.49,0.0
gfx950,256,3584,2048,7168,ck,13,0,77.5509,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1356.87,709.86,0.0
gfx950,256,3584,6144,7168,cktile,29,0,178.2022,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1771.47,638.43,0.0
gfx950,256,3584,7168,3072,ck,13,0,110.3579,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1430.26,764.88,0.0
gfx950,256,3584,7168,7168,cktile,11,0,216.7617,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1699.07,592.59,0.0
gfx950,256,3584,7168,16384,cktile,29,0,442.146,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1903.93,514.63,0.0
gfx950,256,3584,65536,1536,flydsl8w,1,0,465.8666,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd1,1548.84,1236.26,0.0
gfx950,256,3840,2048,7168,flydsl8w,0,0,78.8404,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0,1430.01,734.82,0.0
gfx950,256,3840,7168,7168,ck,13,0,229.4687,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1719.63,583.76,0.0
gfx950,256,3840,7168,16384,cktile,28,0,481.8259,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1871.93,488.57,0.0
gfx950,256,3840,8192,1536,ck,13,0,80.4229,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1201.61,1012.1,0.0
gfx950,256,3840,65536,1536,ck,13,0,496.242,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1557.9,1228.99,0.0
gfx950,256,4096,768,7168,ck,14,0,44.8557,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1005.38,917.53,0.0001
gfx950,256,4096,1536,7168,ck,13,0,72.3734,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1246.24,731.67,0.0
gfx950,256,4096,2048,7168,flydsl8w,113,0,70.0115,flydsl8w_blockscale_bpreshuffle_128x256_wpe1_xcd1_ps0,1717.7,868.68,0.0
gfx950,256,4096,6144,7168,flydsl8w,113,0,184.3305,flydsl8w_blockscale_bpreshuffle_128x256_wpe1_xcd1_ps0,1957.23,671.25,0.0
gfx950,256,4096,7168,384,ck,13,0,35.046,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,643.4,1798.94,0.0
gfx950,256,4096,7168,768,flydsl,348,0,42.8737,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_0x1x2x8x1,1051.86,1571.38,0.0
gfx950,256,4096,7168,3072,ck,13,0,121.1881,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1488.5,770.07,0.0
gfx950,256,4096,7168,7168,ck,13,0,239.2226,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1759.48,582.97,0.0
gfx950,256,4096,7168,16384,cktile,27,0,518.3153,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1856.15,469.35,0.0
gfx950,256,4096,7168,21504,ck,13,0,664.0577,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1901.52,453.19,0.0
gfx950,256,4096,8192,1536,flydsl8w,0,0,84.2143,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0,1224.01,1021.01,0.0
gfx950,256,4096,65536,1536,flydsl,405,0,546.1181,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1509.99,1178.91,0.0
gfx950,256,6144,768,7168,ck,14,0,61.348,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1102.66,961.44,0.0001
gfx950,256,6144,2048,7168,cktile,29,0,95.4626,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1889.63,878.73,0.0
gfx950,256,6144,6144,7168,cktile,28,0,261.7996,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2067.1,624.82,0.0
gfx950,256,6144,7168,384,ck,14,0,48.1595,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,702.31,1935.07,0.0
gfx950,256,6144,7168,768,flydsl,412,0,61.1862,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x1,1105.57,1606.64,0.0
gfx950,256,6144,7168,3072,ck,13,0,178.7687,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1513.59,721.46,0.0
gfx950,256,6144,7168,7168,cktile,11,0,339.9621,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1857.15,539.77,0.0
gfx950,256,6144,7168,16384,cktile,11,0,700.4577,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2060.24,437.12,0.0
gfx950,256,6144,65536,1536,ck,13,0,897.5112,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1378.2,1019.94,0.0
gfx950,256,8192,768,7168,ck,14,0,70.1503,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1285.73,1094.91,0.0002
gfx950,256,8192,2048,7168,ck,13,0,145.3655,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1654.58,735.76,0.0
gfx950,256,8192,6144,7168,cktile,29,0,363.7742,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1983.52,559.2,0.0
gfx950,256,8192,7168,384,ck,14,0,62.5092,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,721.45,1973.13,0.0
gfx950,256,8192,7168,768,flydsl,131,0,77.2875,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x0x8x0,1167.0,1672.16,0.0
gfx950,256,8192,7168,3072,ck,13,0,217.9024,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1655.68,755.51,0.0
gfx950,256,8192,7168,7168,cktile,28,0,424.7753,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1981.79,535.67,0.0
gfx950,256,8192,7168,16384,cktile,29,0,881.6464,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2182.45,418.65,0.0
gfx950,256,8192,65536,1536,ck,13,0,1209.3381,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1363.78,981.52,0.0
gfx950,256,10240,768,7168,ck,13,1,76.7087,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1469.75,1233.68,0.0
gfx950,256,10240,2048,7168,cktile,28,0,176.7076,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1701.39,735.81,0.0
gfx950,256,10240,6144,7168,cktile,28,0,450.2533,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2003.19,540.3,0.0
gfx950,256,10240,7168,384,ck,13,0,75.3559,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,748.07,2036.81,0.0
gfx950,256,10240,7168,768,flydsl,412,0,94.4872,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x1,1193.21,1695.15,0.0
gfx950,256,10240,7168,3072,ck,13,0,268.5386,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1679.35,745.81,0.0
gfx950,256,10240,7168,7168,cktile,27,0,513.3196,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2049.93,529.07,0.0
gfx950,256,10240,7168,16384,cktile,29,0,1072.2898,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2243.03,402.89,0.0
gfx950,256,10240,65536,1536,ck,13,0,1489.8037,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1383.8,979.03,0.0
gfx950,256,12288,768,7168,cktile,29,0,91.8604,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1472.79,1224.25,0.0
gfx950,256,12288,2048,7168,cktile,27,0,184.0324,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1960.4,831.88,0.0
gfx950,256,12288,6144,7168,cktile,29,0,514.1811,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2104.96,550.61,0.0
gfx950,256,12288,7168,384,ck,13,0,88.2037,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,766.93,2081.91,0.0
gfx950,256,12288,7168,768,flydsl,405,0,108.8151,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1243.32,1756.22,0.0
gfx950,256,12288,7168,3072,ck,13,0,316.7107,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1708.71,744.94,0.0
gfx950,256,12288,7168,7168,cktile,27,0,601.0522,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2100.85,525.11,0.0
gfx950,256,12288,7168,16384,cktile,27,0,1254.5032,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2300.69,394.52,0.0
gfx950,256,12288,65536,1536,ck,13,0,1779.6911,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1390.07,972.16,0.0
gfx950,256,14336,768,7168,cktile,28,0,94.252,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1674.66,1382.31,0.0
gfx950,256,14336,2048,7168,ck,13,0,240.0047,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1753.74,733.99,0.0
gfx950,256,14336,6144,7168,cktile,27,0,602.1856,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2096.9,536.32,0.0
gfx950,256,14336,7168,384,ck,13,0,101.9592,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,774.04,2096.71,0.0
gfx950,256,14336,7168,768,flydsl,412,0,127.0692,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x1,1242.16,1747.36,0.0
gfx950,256,14336,7168,3072,ck,13,0,363.4115,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1737.31,747.31,0.0
gfx950,256,14336,7168,7168,cktile,29,0,690.2915,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2134.13,521.03,0.0
gfx950,256,14336,7168,16384,cktile,28,0,1448.6582,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2324.4,385.08,0.0
gfx950,256,14336,65536,1536,ck,13,0,2073.5881,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1391.9,965.35,0.0
gfx950,256,15360,7168,7168,cktile,28,0,764.9497,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2063.4,498.96,0.0
gfx950,256,16384,768,7168,ck,13,2,117.3184,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1537.6,1262.47,0.0
gfx950,256,16384,2048,7168,cktile,28,0,263.6644,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1824.43,755.62,0.0
gfx950,256,16384,6144,7168,cktile,27,0,685.7402,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2104.45,529.07,0.0
gfx950,256,16384,7168,384,ck,13,0,114.589,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,787.11,2128.69,0.0
gfx950,256,16384,7168,3072,ck,13,0,403.9253,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1786.36,760.62,0.0
gfx950,256,16384,7168,7168,cktile,11,0,779.0911,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2161.01,518.17,0.0
gfx950,256,16384,7168,16384,cktile,11,0,1644.6866,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2339.83,377.43,0.0
gfx950,256,16384,65536,1536,ck,13,0,2346.8341,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1405.53,968.67,0.0
gfx950,256,16768,7168,768,flydsl,405,0,146.187,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1262.88,1770.12,0.0
gfx950,256,20480,6144,7168,cktile,28,0,855.8253,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2107.77,517.04,0.0
gfx950,256,20480,7168,3072,ck,13,0,507.2496,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1778.11,746.25,0.0
gfx950,256,20480,7168,7168,cktile,27,0,977.8092,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2152.3,502.94,0.0
gfx950,256,20480,7168,16384,cktile,27,0,2090.2055,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2301.38,357.18,0.0
gfx950,256,20480,65536,1536,ck,13,0,2945.765,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1399.69,956.11,0.0
gfx950,256,24576,1536,7168,cktile,27,0,274.4965,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1971.49,956.91,0.0
gfx950,256,24576,6144,7168,cktile,11,0,1029.0566,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2103.54,507.45,0.0
gfx950,256,24576,7168,3072,cktile,29,0,619.3494,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1747.53,726.31,0.0
gfx950,256,24576,7168,7168,cktile,11,0,1183.2929,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2134.25,490.04,0.0
gfx950,256,24576,7168,16384,cktile,11,0,2519.7634,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2290.86,346.23,0.0
gfx950,256,24576,65536,1536,ck,13,0,3539.3591,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1397.94,949.22,0.0
gfx950,256,28672,6144,7168,cktile,28,0,1195.3275,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2112.76,503.53,0.0
gfx950,256,28672,7168,3072,cktile,28,0,732.4157,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1724.05,711.54,0.0
gfx950,256,28672,7168,7168,cktile,27,0,1374.3422,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2143.82,486.01,0.0
gfx950,256,28672,7168,16384,cktile,28,0,2949.2446,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2283.47,338.47,0.0
gfx950,256,28672,65536,1536,ck,13,0,4134.3781,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1396.2,943.99,0.0
gfx950,256,30720,1536,7168,cktile,27,0,356.8097,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1895.85,912.48,0.0
gfx950,256,32512,768,7168,cktile,29,0,192.395,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1860.54,1499.46,0.0
gfx950,256,32512,7168,384,flydsl,131,0,168.2846,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x0x8x0,1063.55,2860.21,0.0
gfx950,256,32768,768,7168,ck,13,2,216.586,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1665.75,1342.27,0.0
gfx950,256,32768,1536,7168,cktile,27,0,382.4633,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1886.6,906.11,0.0
gfx950,256,32768,2048,7168,cktile,11,0,521.6939,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1844.13,735.64,0.0
gfx950,256,32768,6144,7168,cktile,11,0,1368.1245,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2109.62,498.18,0.0
gfx950,256,32768,7168,384,ck,13,0,219.0743,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,823.41,2214.31,0.0
gfx950,256,32768,7168,768,flydsl,405,0,275.913,flydsl_blockscale_bpreshuffle_64x256x128_sbk128_1x1x2x8x0,1307.58,1813.73,0.0
gfx950,256,32768,7168,3072,ck,13,0,798.8939,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1806.38,741.58,0.0
gfx950,256,32768,7168,7168,cktile,29,0,1546.2136,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2177.74,488.95,0.0
gfx950,256,32768,7168,16384,cktile,11,0,3341.5664,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2303.29,336.39,0.0
gfx950,256,32768,65536,1536,asm,25,1,6555.4539,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1006.35,678.21,0.0
gfx950,256,40960,1536,7168,cktile,27,0,474.4224,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1901.14,907.29,0.0
gfx950,256,40960,6144,7168,cktile,11,0,1709.468,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2110.47,491.94,0.0
gfx950,256,40960,7168,3072,ck,13,0,1004.5016,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1795.8,731.76,0.0
gfx950,256,40960,7168,7168,cktile,27,0,1915.2094,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2197.71,486.73,0.0
gfx950,256,40960,7168,16384,cktile,11,0,4182.5138,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2300.23,328.92,0.0
gfx950,256,40960,65536,1536,asm,25,1,8297.9034,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,993.79,666.71,0.0
gfx950,256,49152,6144,7168,cktile,27,0,2053.1356,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2108.64,487.23,0.0
gfx950,256,49152,7168,3072,cktile,11,0,1205.1682,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1796.15,728.25,0.0
gfx950,256,49152,7168,7168,cktile,11,0,2310.8287,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2185.74,479.63,0.0
